"Date","STATION","MAXC","MINC","FLAG"
2018-01-07,"S2Bog",-2,-11,NA
2018-01-08,"S2Bog",-2,-9,NA
2018-01-09,"S2Bog",1,-15,NA
2018-01-10,"S2Bog",2,-8,NA
2018-01-11,"S2Bog",-8,-28,NA
2018-01-12,"S2Bog",-9,-33,NA
2018-01-13,"S2Bog",-18,-33,NA
2018-01-14,"S2Bog",-14,-31,NA
2018-01-15,"S2Bog",-16,-19,NA
2018-01-16,"S2Bog",-14,-20,NA
2018-01-17,"S2Bog",-3,-17,NA
2018-01-18,"S2Bog",0,-7,NA
2018-01-19,"S2Bog",4,-6,NA
2018-01-20,"S2Bog",3,-7,NA
2018-01-21,"S2Bog",-3,-12,NA
2018-01-22,"S2Bog",-3,-8,NA
2018-01-23,"S2Bog",-7,-16,NA
2018-01-24,"S2Bog",-4,-16,NA
2018-01-25,"S2Bog",-5,-7,NA
2018-01-26,"S2Bog",4,-7,NA
2018-01-27,"S2Bog",-2,-13,NA
2018-01-28,"S2Bog",-13,-23,NA
2018-01-29,"S2Bog",-17,-26,NA
2018-01-30,"S2Bog",-4,-29,NA
2018-01-31,"S2Bog",-3,-22,NA
2018-02-01,"S2Bog",-17,-27,NA
2018-02-02,"S2Bog",-13,-32,NA
2018-02-03,"S2Bog",-14,-24,NA
2018-02-04,"S2Bog",-17,-32,NA
2018-02-05,"S2Bog",-14,-26,NA
2018-02-06,"S2Bog",-12,-32,NA
2018-02-07,"S2Bog",-11,-23,NA
2018-02-08,"S2Bog",-14,-26,NA
2018-02-09,"S2Bog",-13,-29,NA
2018-02-10,"S2Bog",-11,-25,NA
2018-02-11,"S2Bog",-9,-23,NA
2018-02-12,"S2Bog",-15,-26,NA
2018-02-13,"S2Bog",-2,-22,NA
2018-02-14,"S2Bog",7,-10,NA
2018-02-15,"S2Bog",1,-21,NA
2018-02-16,"S2Bog",-7,-25,NA
2018-02-17,"S2Bog",-2,-14,NA
2018-02-18,"S2Bog",-7,-16,NA
2018-02-19,"S2Bog",-11,-16,NA
2018-02-20,"S2Bog",-9,-21,NA
2018-02-21,"S2Bog",-6,-25,NA
2018-02-22,"S2Bog",-2,-24,NA
2018-02-23,"S2Bog",-1,-14,NA
2018-02-24,"S2Bog",-4,-23,NA
2018-02-25,"S2Bog",-3,-7,NA
2018-02-26,"S2Bog",7,-16,NA
2018-02-27,"S2Bog",5,-8,NA
2018-02-28,"S2Bog",6,-11,NA
2018-03-01,"S2Bog",5,-13,NA
2018-03-02,"S2Bog",5,-15,NA
2018-03-03,"S2Bog",7,-8,NA
2018-03-04,"S2Bog",4,1,NA
2018-03-05,"S2Bog",4,-4,NA
2018-03-06,"S2Bog",2,-8,NA
2018-03-07,"S2Bog",-4,-18,NA
2018-03-08,"S2Bog",-1,-17,NA
2018-03-09,"S2Bog",1,-16,NA
2018-03-10,"S2Bog",2,-16,NA
2018-03-11,"S2Bog",2,-6,NA
2018-03-12,"S2Bog",3,-10,NA
2018-03-13,"S2Bog",3,-12,NA
2018-03-14,"S2Bog",8,-8,NA
2018-03-15,"S2Bog",1,-10,NA
2018-03-16,"S2Bog",6,-15,NA
2018-03-17,"S2Bog",10,-11,NA
2018-03-18,"S2Bog",4,-8,NA
2018-03-19,"S2Bog",2,-3,NA
2018-03-20,"S2Bog",-1,-8,NA
2018-03-21,"S2Bog",3,-8,NA
2018-03-22,"S2Bog",5,-4,NA
2018-03-23,"S2Bog",6,-9,NA
2018-03-24,"S2Bog",4,-7,NA
2018-03-25,"S2Bog",4,-6,NA
2018-03-26,"S2Bog",1,-1,NA
2018-03-27,"S2Bog",7,-2,NA
2018-03-28,"S2Bog",6,-5,NA
2018-03-29,"S2Bog",1,-11,NA
2018-03-30,"S2Bog",-3,-13,NA
2018-03-31,"S2Bog",-4,-12,NA
2018-04-01,"S2Bog",1,-16,NA
2018-04-02,"S2Bog",-1,-15,NA
2018-04-03,"S2Bog",-3,-11,NA
2018-04-04,"S2Bog",0,-17,NA
2018-04-05,"S2Bog",-2,-12,NA
2018-04-06,"S2Bog",-6,-14,NA
2018-04-07,"S2Bog",0,-18,NA
2018-04-08,"S2Bog",2,-19,NA
2018-04-09,"S2Bog",4,-11,NA
2018-04-10,"S2Bog",1,-10,NA
2018-04-11,"S2Bog",9,-7,NA
2018-04-12,"S2Bog",5,-2,NA
2018-04-13,"S2Bog",5,-4,NA
2018-04-14,"S2Bog",0,-6,NA
2018-04-15,"S2Bog",-2,-5,NA
2018-04-16,"S2Bog",2,-6,NA
2018-04-17,"S2Bog",9,-6,NA
2018-04-18,"S2Bog",9,-4,NA
2018-04-19,"S2Bog",12,-6,NA
2018-04-20,"S2Bog",14,-5,NA
2018-04-21,"S2Bog",15,-4,NA
2018-04-22,"S2Bog",16,-3,NA
2018-04-23,"S2Bog",19,1,NA
2018-04-24,"S2Bog",12,-3,NA
2018-04-25,"S2Bog",15,-6,NA
2018-04-26,"S2Bog",14,-1,NA
2018-04-27,"S2Bog",8,-1,NA
2018-04-28,"S2Bog",13,-4,NA
2018-04-29,"S2Bog",19,-2,NA
2018-04-30,"S2Bog",22,7,NA
2018-05-01,"S2Bog",8,6,NA
2018-05-02,"S2Bog",16,2,NA
2018-05-03,"S2Bog",21,2,NA
2018-05-04,"S2Bog",23,0,NA
2018-05-05,"S2Bog",24,-1,NA
2018-05-06,"S2Bog",22,0,NA
2018-05-07,"S2Bog",29,1,NA
2018-05-08,"S2Bog",13,6,NA
2018-05-09,"S2Bog",11,2,NA
2018-05-10,"S2Bog",12,-1,NA
2018-05-11,"S2Bog",16,-3,NA
2018-05-12,"S2Bog",19,-2,NA
2018-05-13,"S2Bog",24,7,NA
2018-05-14,"S2Bog",26,8,NA
2018-05-15,"S2Bog",25,12,NA
2018-05-16,"S2Bog",30,12,NA
2018-05-17,"S2Bog",13,5,NA
2018-05-18,"S2Bog",28,4,NA
2018-05-19,"S2Bog",16,7,NA
2018-05-20,"S2Bog",22,-1,NA
2018-05-21,"S2Bog",26,1,NA
2018-05-22,"S2Bog",25,7,NA
2018-05-23,"S2Bog",28,8,NA
2018-05-24,"S2Bog",28,15,NA
2018-05-25,"S2Bog",31,15,NA
2018-05-26,"S2Bog",31,12,NA
2018-05-27,"S2Bog",28,12,NA
2018-05-28,"S2Bog",31,16,NA
2018-05-29,"S2Bog",33,16,NA
2018-05-30,"S2Bog",25,16,NA
2018-05-31,"S2Bog",23,14,NA
2018-06-01,"S2Bog",17,7,NA
2018-06-02,"S2Bog",10,7,NA
2018-06-03,"S2Bog",16,7,NA
2018-06-04,"S2Bog",23,5,NA
2018-06-05,"S2Bog",21,3,NA
2018-06-06,"S2Bog",24,8,NA
2018-06-07,"S2Bog",23,5,NA
2018-06-08,"S2Bog",27,6,NA
2018-06-09,"S2Bog",21,12,NA
2018-06-10,"S2Bog",26,11,NA
2018-06-11,"S2Bog",20,11,NA
2018-06-12,"S2Bog",23,11,NA
2018-06-13,"S2Bog",27,8,NA
2018-06-14,"S2Bog",28,8,NA
2018-06-15,"S2Bog",24,14,NA
2018-06-16,"S2Bog",23,16,NA
2018-06-17,"S2Bog",24,14,NA
2018-06-18,"S2Bog",27,12,NA
2018-06-19,"S2Bog",26,17,NA
2018-06-20,"S2Bog",29,13,NA
2018-06-21,"S2Bog",28,11,NA
2018-06-22,"S2Bog",29,11,NA
2018-06-23,"S2Bog",28,15,NA
2018-06-24,"S2Bog",21,9,NA
2018-06-25,"S2Bog",26,9,NA
2018-06-26,"S2Bog",23,11,NA
2018-06-27,"S2Bog",27,20,NA
2018-06-28,"S2Bog",24,11,NA
2018-06-29,"S2Bog",28,17,NA
2018-06-30,"S2Bog",27,18,NA
2018-07-01,"S2Bog",19,15,NA
2018-07-02,"S2Bog",28,12,NA
2018-07-03,"S2Bog",28,17,NA
2018-07-04,"S2Bog",29,18,NA
2018-07-05,"S2Bog",26,13,NA
2018-07-06,"S2Bog",28,11,NA
2018-07-07,"S2Bog",31,15,NA
2018-07-08,"S2Bog",28,20,NA
2018-07-09,"S2Bog",29,15,NA
2018-07-10,"S2Bog",29,12,NA
2018-07-11,"S2Bog",24,16,NA
2018-07-12,"S2Bog",29,17,NA
2018-07-13,"S2Bog",26,16,NA
2018-07-14,"S2Bog",32,15,NA
2018-07-15,"S2Bog",22.415,11.69,1
2018-07-16,"S2Bog",22.415,11.21,1
2018-07-17,"S2Bog",23,11,NA
2018-07-18,"S2Bog",27,9,NA
2018-07-19,"S2Bog",22,11,NA
2018-07-20,"S2Bog",24,14,NA
2018-07-21,"S2Bog",24,15,NA
2018-07-22,"S2Bog",24,12,NA
2018-07-23,"S2Bog",28,13,NA
2018-07-24,"S2Bog",27,11,NA
2018-07-25,"S2Bog",23,12,NA
2018-07-26,"S2Bog",19,9,NA
2018-07-27,"S2Bog",24,7,NA
2018-07-28,"S2Bog",27,11,NA
2018-07-29,"S2Bog",27,10,NA
2018-07-30,"S2Bog",28,11,NA
2018-07-31,"S2Bog",31,12,NA
2018-08-01,"S2Bog",16,7,NA
2018-08-02,"S2Bog",21,4,NA
2018-08-03,"S2Bog",23,10,NA
2018-08-04,"S2Bog",25,14,NA
2018-08-05,"S2Bog",30,15,NA
2018-08-06,"S2Bog",24,13,NA
2018-08-07,"S2Bog",26,8,NA
2018-08-08,"S2Bog",28,14,NA
2018-08-09,"S2Bog",29,14,NA
2018-08-10,"S2Bog",29,12,NA
2018-08-11,"S2Bog",30,14,NA
2018-08-12,"S2Bog",31,17,NA
2018-08-13,"S2Bog",31,18,NA
2018-08-14,"S2Bog",23,12,NA
2018-08-15,"S2Bog",26,9,NA
2018-08-16,"S2Bog",28,9,NA
2018-08-17,"S2Bog",28,13,NA
2018-08-18,"S2Bog",26,16,NA
2018-08-19,"S2Bog",24,16,NA
2018-08-20,"S2Bog",22,12,NA
2018-08-21,"S2Bog",23,10,NA
2018-08-22,"S2Bog",27,8,NA
2018-08-23,"S2Bog",27,11,NA
2018-08-24,"S2Bog",21,18,NA
2018-08-25,"S2Bog",24,16,NA
2018-08-26,"S2Bog",23,16,NA
2018-08-27,"S2Bog",22,11,NA
2018-08-28,"S2Bog",13,9,NA
2018-08-29,"S2Bog",20,6,NA
2018-08-30,"S2Bog",24,8,NA
2018-08-31,"S2Bog",23,16,NA
2018-09-01,"S2Bog",27,11,NA
2018-09-02,"S2Bog",23,9,NA
2018-09-03,"S2Bog",24,6,NA
2018-09-04,"S2Bog",23,14,NA
2018-09-05,"S2Bog",20,4,NA
2018-09-06,"S2Bog",21,2,NA
2018-09-07,"S2Bog",22,11,NA
2018-09-08,"S2Bog",23,10,NA
2018-09-09,"S2Bog",21,10,NA
2018-09-10,"S2Bog",21,12,NA
2018-09-11,"S2Bog",27,10,NA
2018-09-12,"S2Bog",21,16,NA
2018-09-13,"S2Bog",25,16,NA
2018-09-14,"S2Bog",23,16,NA
2018-09-15,"S2Bog",19,14,NA
2018-09-16,"S2Bog",30,17,NA
2018-09-17,"S2Bog",18,7,NA
2018-09-18,"S2Bog",17,8,NA
2018-09-19,"S2Bog",16,7,NA
2018-09-20,"S2Bog",11,7,NA
2018-09-21,"S2Bog",12,2,NA
2018-09-22,"S2Bog",15,1,NA
2018-09-23,"S2Bog",9,7,NA
2018-09-24,"S2Bog",15,8,NA
2018-09-25,"S2Bog",8,3,NA
2018-09-26,"S2Bog",13,3,NA
2018-09-27,"S2Bog",11,5,NA
2018-09-28,"S2Bog",6,0,NA
2018-09-29,"S2Bog",6,-2,NA
2018-09-30,"S2Bog",9,1,NA
2018-10-01,"S2Bog",9,1,NA
2018-10-02,"S2Bog",9,6,NA
2018-10-03,"S2Bog",13,0,NA
2018-10-04,"S2Bog",6,-2,NA
2018-10-05,"S2Bog",4,0,NA
2018-10-06,"S2Bog",5,2,NA
2018-10-07,"S2Bog",7,3,NA
2018-10-08,"S2Bog",5,4,NA
2018-10-09,"S2Bog",5,3,NA
2018-10-10,"S2Bog",3,-1,NA
2018-10-11,"S2Bog",1,-3,NA
2018-10-12,"S2Bog",2,-3,NA
2018-10-13,"S2Bog",4,-2,NA
2018-10-14,"S2Bog",1,-1,NA
2018-10-15,"S2Bog",4,-3,NA
2018-10-16,"S2Bog",2,-2,NA
2018-10-17,"S2Bog",3,-4,NA
2018-10-18,"S2Bog",19,-4,NA
2018-10-19,"S2Bog",13,2,NA
2018-10-20,"S2Bog",2,-4,NA
2018-10-21,"S2Bog",8,-4,NA
2018-10-22,"S2Bog",9,-3,NA
2018-10-23,"S2Bog",7,-3,NA
2018-10-24,"S2Bog",11,-4,NA
2018-10-25,"S2Bog",9,3,NA
2018-10-26,"S2Bog",7,5,NA
2018-10-27,"S2Bog",8,5,NA
2018-10-28,"S2Bog",6,8,NA
2018-10-29,"S2Bog",3,1,NA
2018-10-30,"S2Bog",5,-1,NA
2018-10-31,"S2Bog",3,-1,NA
2018-11-01,"S2Bog",2,-4,NA
2018-11-02,"S2Bog",3,-5,NA
2018-11-03,"S2Bog",6,-6,NA
2018-11-04,"S2Bog",5,-4,NA
2018-11-05,"S2Bog",4,1,NA
2018-11-06,"S2Bog",3,-1,NA
2018-11-07,"S2Bog",-1,-7,NA
2018-11-08,"S2Bog",-7,-9,NA
2018-11-09,"S2Bog",-7,-11,NA
2018-11-10,"S2Bog",-7,-16,NA
2018-11-11,"S2Bog",-6,-10,NA
2018-11-12,"S2Bog",-9,-19,NA
2018-11-13,"S2Bog",-9,-21,NA
2018-11-14,"S2Bog",2,-11,NA
2018-11-15,"S2Bog",3,-3,NA
2018-11-16,"S2Bog",-3,-8,NA
2018-11-17,"S2Bog",-9,-16,NA
2018-11-18,"S2Bog",-7,-14,NA
2018-11-19,"S2Bog",-11,-21,NA
2018-11-20,"S2Bog",-6,-21,NA
2018-11-21,"S2Bog",-9,-16,NA
2018-11-22,"S2Bog",-1,-8,NA
2018-11-23,"S2Bog",5,-1,NA
2018-11-24,"S2Bog",1,-6,NA
2018-11-25,"S2Bog",-6,-11,NA
2018-11-26,"S2Bog",-9,-15,NA
2018-11-27,"S2Bog",-8,-12,NA
2018-11-28,"S2Bog",-4,-12,NA
2018-11-29,"S2Bog",-3,-6,NA
2018-11-30,"S2Bog",-1,-3,NA
2018-12-01,"S2Bog",-3,-6,NA
2018-12-02,"S2Bog",-4,-6,NA
2018-12-03,"S2Bog",-6,-9,NA
2018-12-04,"S2Bog",-4,-10,NA
2018-12-05,"S2Bog",-4,-9,NA
2018-12-06,"S2Bog",-9,-21,NA
2018-12-07,"S2Bog",-7,-20,NA
2018-12-08,"S2Bog",-3,-20,NA
2018-12-09,"S2Bog",-3,-14,NA
2018-12-10,"S2Bog",1,-12,NA
2018-12-11,"S2Bog",-4,-16,NA
2018-12-12,"S2Bog",-3,-5,NA
2018-12-13,"S2Bog",-1,-9,NA
2018-12-14,"S2Bog",3,-9,NA
2018-12-15,"S2Bog",6,-8,NA
2018-12-16,"S2Bog",2,-9,NA
2018-12-17,"S2Bog",4,-13,NA
2018-12-18,"S2Bog",0,-9,NA
2018-12-19,"S2Bog",2,-9,NA
2018-12-20,"S2Bog",2,-9,NA
2018-12-21,"S2Bog",-9,-13,NA
2018-12-22,"S2Bog",-3,-9,NA
2018-12-23,"S2Bog",-3,-9,NA
2018-12-24,"S2Bog",-6,-14,NA
2018-12-25,"S2Bog",-7,-12,NA
2018-12-26,"S2Bog",0,-12,NA
2018-12-27,"S2Bog",0,-13,NA
2018-12-28,"S2Bog",-13,-29,NA
2018-12-29,"S2Bog",-6,-20,NA
2018-12-30,"S2Bog",-19,-31,NA
2018-12-31,"S2Bog",-11,-26,NA
2019-01-01,"S2Bog",3,-12,NA
2019-01-02,"S2Bog",-6.91,-23.83,1
2019-01-03,"S2Bog",2.99,-9.91,1
2019-01-04,"S2Bog",3,-7,NA
2019-01-05,"S2Bog",-1,-8,NA
2019-01-06,"S2Bog",-2,-9,NA
2019-01-07,"S2Bog",2,-4,NA
2019-01-08,"S2Bog",-4,-16,NA
2019-01-09,"S2Bog",-13,-19,NA
2019-01-10,"S2Bog",-7.9,-17.59,1
2019-01-11,"S2Bog",-3.94,-9.91,1
2019-01-12,"S2Bog",-3.94,-7.99,1
2019-01-13,"S2Bog",-1.96,-5.11,1
2019-01-14,"S2Bog",-2.95,-15.19,1
2019-01-15,"S2Bog",-6,-16,NA
2019-01-16,"S2Bog",-14,-23,NA
2019-01-17,"S2Bog",-12,-23,NA
2019-01-18,"S2Bog",-20,-26,NA
2019-01-19,"S2Bog",-19,-33,NA
2019-01-20,"S2Bog",-19,-34,NA
2019-01-21,"S2Bog",-13,-29,NA
2019-01-22,"S2Bog",-8,-14,NA
2019-01-23,"S2Bog",-8,-14,NA
2019-01-24,"S2Bog",-10,-31,NA
2019-01-25,"S2Bog",-23,-34,NA
2019-01-26,"S2Bog",-18,-34,NA
2019-01-27,"S2Bog",-19,-38,NA
2019-01-28,"S2Bog",-16,-27,NA
2019-01-29,"S2Bog",-26,-36,NA
2019-01-30,"S2Bog",-11,-26,NA
2019-01-31,"S2Bog",-3,-12,NA
2019-02-01,"S2Bog",-11,-10,NA
2019-02-02,"S2Bog",-3,-12,NA
2019-02-03,"S2Bog",-6,-11,NA
2019-02-04,"S2Bog",-11,-25,NA
2019-02-05,"S2Bog",-13.84,-25.0204,1
2019-02-06,"S2Bog",-8.89,-14.4604,1
2019-02-07,"S2Bog",-11.86,-19.2604,1
2019-02-08,"S2Bog",-18.79,-29.8204,1
2019-02-09,"S2Bog",-15.82,-31.7404,1
2019-02-10,"S2Bog",-11.86,-22.1404,1
2019-02-11,"S2Bog",-4.93,-18.3004,1
2019-02-12,"S2Bog",-5.92,-9.6604,1
2019-02-13,"S2Bog",-4,-11,NA
2019-02-14,"S2Bog",-7,-18,NA
2019-02-15,"S2Bog",-10,-22,NA
2019-02-16,"S2Bog",-7,-26,NA
2019-02-17,"S2Bog",-5,-16,NA
2019-02-18,"S2Bog",-10,-24,NA
2019-02-19,"S2Bog",-7,-27,NA
2019-02-20,"S2Bog",-8,-18,NA
2019-02-21,"S2Bog",-2,-11,NA
2019-02-22,"S2Bog",-3,-10,NA
2019-02-23,"S2Bog",-1,-7,NA
2019-02-24,"S2Bog",-4,-24,NA
2019-02-25,"S2Bog",-19,-29,NA
2019-02-26,"S2Bog",-14,-5,NA
2019-02-27,"S2Bog",-10,-22,NA
2019-02-28,"S2Bog",-6,-21,NA
2019-03-01,"S2Bog",-8,-22,NA
2019-03-02,"S2Bog",-12,-24,NA
2019-03-03,"S2Bog",-19,-31,NA
2019-03-04,"S2Bog",-13,-29,NA
2019-03-05,"S2Bog",-11,-22,NA
2019-03-06,"S2Bog",-8,-27,NA
2019-03-07,"S2Bog",-7,-26,NA
2019-03-08,"S2Bog",1,-16,NA
2019-03-09,"S2Bog",3,-3,NA
2019-03-10,"S2Bog",-1,-12,NA
2019-03-11,"S2Bog",-1,-18,NA
2019-03-12,"S2Bog",6,-10,NA
2019-03-13,"S2Bog",4,1,NA
2019-03-14,"S2Bog",3,-2,NA
2019-03-15,"S2Bog",-2,-6,NA
2019-03-16,"S2Bog",1,-12,NA
2019-03-17,"S2Bog",3,-10,NA
2019-03-18,"S2Bog",6,-8,NA
2019-03-19,"S2Bog",9,-7,NA
2019-03-20,"S2Bog",6,1,NA
2019-03-21,"S2Bog",12,-4,NA
2019-03-22,"S2Bog",7,-3,NA
2019-03-23,"S2Bog",12,-7,NA
2019-03-24,"S2Bog",2,-6,NA
2019-03-25,"S2Bog",6,-11,NA
2019-03-26,"S2Bog",8,-9,NA
2019-03-27,"S2Bog",13,3,NA
2019-03-28,"S2Bog",6,-3,NA
2019-03-29,"S2Bog",7,-8,NA
2019-03-30,"S2Bog",-1,-8,NA
2019-03-31,"S2Bog",2,-11,NA
2019-04-01,"S2Bog",4,-4,NA
2019-04-02,"S2Bog",4,-4,NA
2019-04-03,"S2Bog",4,-7,NA
2019-04-04,"S2Bog",8,-8,NA
2019-04-05,"S2Bog",6,2,NA
2019-04-06,"S2Bog",8,2,NA
2019-04-07,"S2Bog",7,4,NA
2019-04-08,"S2Bog",9,3,NA
2019-04-09,"S2Bog",1,-4,NA
2019-04-10,"S2Bog",6,-3,NA
2019-04-11,"S2Bog",-1,-5,NA
2019-04-12,"S2Bog",-1,-4,NA
2019-04-13,"S2Bog",5,-4,NA
2019-04-14,"S2Bog",11,-9,NA
2019-04-15,"S2Bog",8,-6,NA
2019-04-16,"S2Bog",16,-2,NA
2019-04-17,"S2Bog",5,1,NA
2019-04-18,"S2Bog",9,-1,NA
2019-04-19,"S2Bog",16,-4,NA
2019-04-20,"S2Bog",18,2,NA
2019-04-21,"S2Bog",10,3,NA
2019-04-22,"S2Bog",17,2,NA
2019-04-23,"S2Bog",18,1,NA
2019-04-24,"S2Bog",23,6,NA
2019-04-25,"S2Bog",21,2,NA
2019-04-26,"S2Bog",12,-1,NA
2019-04-27,"S2Bog",12,-2,NA
2019-04-28,"S2Bog",9,-4,NA
2019-04-29,"S2Bog",4,1,NA
2019-04-30,"S2Bog",2,0,NA
2019-05-01,"S2Bog",3,-2,NA
2019-05-02,"S2Bog",7,-2,NA
2019-05-03,"S2Bog",12,-3,NA
2019-05-04,"S2Bog",16,2,NA
2019-05-05,"S2Bog",12,-2,NA
2019-05-06,"S2Bog",6,-3,NA
2019-05-07,"S2Bog",14,-4,NA
2019-05-08,"S2Bog",8,1,NA
2019-05-09,"S2Bog",9,1,NA
2019-05-10,"S2Bog",14,-2,NA
2019-05-11,"S2Bog",21,3,NA
2019-05-12,"S2Bog",19,2,NA
2019-05-13,"S2Bog",21,2,NA
2019-05-14,"S2Bog",21,7,NA
2019-05-15,"S2Bog",23,2,NA
2019-05-16,"S2Bog",17,5,NA
2019-05-17,"S2Bog",17,1,NA
2019-05-18,"S2Bog",9,5,NA
2019-05-19,"S2Bog",12,4,NA
2019-05-20,"S2Bog",18,-1,NA
2019-05-21,"S2Bog",21,3,NA
2019-05-22,"S2Bog",11,5,NA
2019-05-23,"S2Bog",11,7,NA
2019-05-24,"S2Bog",13,8,NA
2019-05-25,"S2Bog",16,5,NA
2019-05-26,"S2Bog",21,3,NA
2019-05-27,"S2Bog",9,4,NA
2019-05-28,"S2Bog",21,4,NA
2019-05-29,"S2Bog",27,4,NA
2019-05-30,"S2Bog",28,7,NA
2019-05-31,"S2Bog",24,4,NA
2019-06-01,"S2Bog",21,5,NA
2019-06-02,"S2Bog",17,1,NA
2019-06-03,"S2Bog",25,6,NA
2019-06-04,"S2Bog",26.75,9.77,1
2019-06-05,"S2Bog",20.81,9.29,1
2019-06-06,"S2Bog",30.71,9.29,1
2019-06-07,"S2Bog",33.68,10.73,1
2019-06-08,"S2Bog",31.7,16.97,1
2019-06-09,"S2Bog",16.85,6.41,1
2019-06-10,"S2Bog",22.79,4.49,1
2019-06-11,"S2Bog",24.77,3.05,1
2019-06-12,"S2Bog",17.84,3.05,1
2019-06-13,"S2Bog",23.78,1.13,1
2019-06-14,"S2Bog",26.75,9.29,1
2019-06-15,"S2Bog",19.82,7.37,1
2019-06-16,"S2Bog",16,9,NA
2019-06-17,"S2Bog",17,8,NA
2019-06-18,"S2Bog",18.83,7.37,1
2019-06-19,"S2Bog",25.76,9.29,1
2019-06-20,"S2Bog",25.76,6.89,1
2019-06-21,"S2Bog",21.8,7.37,1
2019-06-22,"S2Bog",27.74,11.21,1
2019-06-23,"S2Bog",20.81,13.13,1
2019-06-24,"S2Bog",18.83,10.73,1
2019-06-25,"S2Bog",20.81,11.21,1
2019-06-26,"S2Bog",28,9,NA
2019-06-27,"S2Bog",22,12,NA
2019-06-28,"S2Bog",29,9,NA
2019-06-29,"S2Bog",29,12,NA
2019-06-30,"S2Bog",28,19,NA
2019-07-01,"S2Bog",27,17,NA
2019-07-02,"S2Bog",31,9,NA
2019-07-03,"S2Bog",29,14,NA
2019-07-04,"S2Bog",27,16,NA
2019-07-05,"S2Bog",26,12,NA
2019-07-06,"S2Bog",26,11,NA
2019-07-07,"S2Bog",28,9,NA
2019-07-08,"S2Bog",31,13,NA
2019-07-09,"S2Bog",26.75,16.49,1
2019-07-10,"S2Bog",25.76,14.09,1
2019-07-11,"S2Bog",26.75,9.77,1
2019-07-12,"S2Bog",28.73,14.09,1
2019-07-13,"S2Bog",27.74,11.21,1
2019-07-14,"S2Bog",28.73,14.09,1
2019-07-15,"S2Bog",30.71,15.53,1
2019-07-16,"S2Bog",29,15,NA
2019-07-17,"S2Bog",27,17,NA
2019-07-18,"S2Bog",28,17,NA
2019-07-19,"S2Bog",26,15,NA
2019-07-20,"S2Bog",27,14,NA
2019-07-21,"S2Bog",24,11,NA
2019-07-22,"S2Bog",26,9,NA
2019-07-23,"S2Bog",29,13,NA
2019-07-24,"S2Bog",29,13,NA
2019-07-25,"S2Bog",25,14,NA
2019-07-26,"S2Bog",29,18,NA
2019-07-27,"S2Bog",28,15,NA
2019-07-28,"S2Bog",24,14,NA
2019-07-29,"S2Bog",19,10,NA
2019-07-30,"S2Bog",30.71,6.41,1
2019-07-31,"S2Bog",25.385,7.37,1
2019-08-01,"S2Bog",27.86,12.65,1
2019-08-02,"S2Bog",28.355,16.49,1
2019-08-03,"S2Bog",30.335,14.09,1
2019-08-04,"S2Bog",28.85,15.53,1
2019-08-05,"S2Bog",26.87,14.09,1
2019-08-06,"S2Bog",27.86,11.4596,1
2019-08-07,"S2Bog",23,11,NA
2019-08-08,"S2Bog",22,9,NA
2019-08-09,"S2Bog",25,10,NA
2019-08-10,"S2Bog",28,11,NA
2019-08-11,"S2Bog",23,11,NA
2019-08-12,"S2Bog",21,10,NA
2019-08-13,"S2Bog",20.81,12.4196,1
2019-08-14,"S2Bog",23.78,12.17,1
2019-08-15,"S2Bog",25.76,9.29,1
2019-08-16,"S2Bog",27.74,12.65,1
2019-08-17,"S2Bog",28.73,11.69,1
2019-08-18,"S2Bog",21.8,9.29,1
2019-08-19,"S2Bog",27.74,8.81,1
2019-08-20,"S2Bog",25,12,NA
2019-08-21,"S2Bog",22,8,NA
2019-08-22,"S2Bog",22,10,NA
2019-08-23,"S2Bog",24,6,NA
2019-08-24,"S2Bog",27,10,NA
2019-08-25,"S2Bog",23,13,NA
2019-08-26,"S2Bog",18,16,NA
2019-08-27,"S2Bog",16,11,NA
2019-08-28,"S2Bog",19,10,NA
2019-08-29,"S2Bog",19,8,NA
2019-08-30,"S2Bog",21,6,NA
2019-08-31,"S2Bog",22,7,NA
2019-09-01,"S2Bog",19,11,NA
2019-09-02,"S2Bog",18,12,NA
2019-09-03,"S2Bog",15,10,NA
2019-09-04,"S2Bog",19,6,NA
2019-09-05,"S2Bog",18,8,NA
2019-09-06,"S2Bog",23,10,NA
2019-09-07,"S2Bog",12,7,NA
2019-09-08,"S2Bog",16,8,NA
2019-09-09,"S2Bog",16,6,NA
2019-09-10,"S2Bog",17,11,NA
2019-09-11,"S2Bog",13,8,NA
2019-09-12,"S2Bog",12,8,NA
2019-09-13,"S2Bog",13,6,NA
2019-09-14,"S2Bog",17,3,NA
2019-09-15,"S2Bog",23,12,NA
2019-09-16,"S2Bog",29,19,NA
2019-09-17,"S2Bog",22.79,16.49,1
2019-09-18,"S2Bog",22.79,15.05,1
2019-09-19,"S2Bog",23.78,11.69,1
2019-09-20,"S2Bog",24.77,10.73,1
2019-09-21,"S2Bog",23.78,14.09,1
2019-09-22,"S2Bog",15.86,9.77,1
2019-09-23,"S2Bog",22.79,7.37,1
2019-09-24,"S2Bog",21,12,NA
2019-09-25,"S2Bog",17,6,NA
2019-09-26,"S2Bog",18,1,NA
2019-09-27,"S2Bog",12,1,NA
2019-09-28,"S2Bog",12,-2,NA
2019-09-29,"S2Bog",12,7,NA
2019-09-30,"S2Bog",19,9,NA
2019-10-01,"S2Bog",8,4,NA
